label	collection_date	root_to_tip_residual_days
PERNAMBUCO/021952IEC/2024|EPI_ISL_19277350|6396a31286	2024-03-31	-815.292248062764
SAUDIARABIA/KFMC44/2019|EPI_ISL_16054220|d19765b6d3	2019-10-10	860.3637411031501
SAUDIARABIA/KFMC46/2019|EPI_ISL_16062185|eac423b2b2	2019-10-09	777.2009350713288
BANGLADESH/C240086/2021|EPI_ISL_20135183|c8f8e5ba91	2021-10-03	1019.7504954475505
FUJIANYANPING/SWL12907/2025|EPI_ISL_20349173|c92f8fb789	2025-12-02	-753.3355397640966
CTEDIVOIRE/3172/2025|EPI_ISL_20232542|751498feb7	2025-09-23	-809.5708894045852
CTEDIVOIRE/3208/2025|EPI_ISL_20232587|751498feb7	2025-09-26	-812.5708894045864
CTEDIVOIRE/3304/2025|EPI_ISL_20232995|751498feb7	2025-10-01	-817.5708894045845
CTEDIVOIRE/3383/2025|EPI_ISL_20232997|751498feb7	2025-10-08	-824.5708894045872
CTEDIVOIRE/GR3502/2025|EPI_ISL_20259844|751498feb7	2025-10-24	-840.5708894045858
CTEDIVOIRE/GR3467/2025|EPI_ISL_20259880|751498feb7	2025-10-15	-831.5708894045862
CTEDIVOIRE/GR3353/2025|EPI_ISL_20259860|751498feb7	2025-10-06	-822.5708894045864
COTEDIVOIRE/GR0518/2026|EPI_ISL_20453080|751498feb7	2026-02-14	-953.5708894045878
CTEDIVOIRE/3425/2025|EPI_ISL_20233002|0d1590e3ce	2025-10-13	-745.0337170452599
YAOUNDE/24V3413/2024|EPI_ISL_19351872|93f20f7b41	2024-03-26	2255.8467474107633
RIYADH/35/2024|EPI_ISL_19878573|e91b452ad1	2024-02-26	1205.993378848473
RIYADH/79/2023|EPI_ISL_20234236|3459731728	2023-01-15	1654.8165875407142
RIYADH/169/2025|EPI_ISL_19878574|e536948789	2025-01-01	812.2337192322107
RIYADH/145/2024|EPI_ISL_19878576|d6be27c7f1	2024-12-20	1128.608577075152
RIYADH/120/2023|EPI_ISL_20234243|b23db63a81	2023-11-27	1561.704283338879
RIYADH/111/2023|EPI_ISL_20234233|e0e938c0c8	2023-11-09	1647.3051632800054
RIYADH/250/2025|EPI_ISL_19878577|0abba93ff7	2025-01-20	753.9283525012024
RIYADH/41/2024|EPI_ISL_19878571|c45221c41f	2024-02-26	1429.9225797968345
RIYADH/115/2023|EPI_ISL_20234244|c45221c41f	2023-11-15	1532.9225797968363
RIYADH/40/2024|EPI_ISL_19878572|24f838185e	2024-02-26	870.8391333451842
NYMCX439|EPI_ISL_19940580|a5a9f1285a	2025-05-05	-753.0808091260895
INDIA/JAINIV251116/2025|EPI_ISL_20125447|30e11394aa	2025-04-13	-772.8434432319732
INDIA/JAINIV252616/2025|EPI_ISL_20387588.EPI_ISL_20304068|c6c38f15a4	2025-09-17	-929.8434432319731
AIIMSB/RVL/VI/25/1934|EPI_ISL_20257888|6bcea198c7	2025-05-14	-888.0413172191554
MALAYSIA/IMRSARI2010/2024|EPI_ISL_20253432|f9862beafd	2014-08-11	3167.1030165898997
AIIMSB/RVL/VI/25/1933|EPI_ISL_20257887|e26b988cc9	2025-05-14	-845.9989479787978
LOSANGELESCOUNTY/LACPHLINF00258/2013|EPI_ISL_19075505|e3ddea3d89	2013-11-15	3605.7277082502337
COTEDIVOIRE/GR0187/2026|EPI_ISL_20453045|fdfc75abb0	2026-01-15	-923.1964532528234
CTEDIVOIRE/GR3359/2025|EPI_ISL_20259857|fdfc75abb0	2025-10-07	-823.1964532528227
CTEDIVOIRE/GR3487/2025|EPI_ISL_20259843|fdfc75abb0	2025-10-20	-836.196453252824
CTEDIVOIRE/3268/2025|EPI_ISL_20232588|fdfc75abb0	2025-09-29	-815.1964532528234
CTEDIVOIRE/3288/2025|EPI_ISL_20232500|fdfc75abb0	2025-10-01	-817.1964532528203
CTEDIVOIRE/3275/2025|EPI_ISL_20232989|fdfc75abb0	2025-09-30	-816.1964532528239
CTEDIVOIRE/3276/2025|EPI_ISL_20232990|fdfc75abb0	2025-09-30	-816.1964532528239
COTEDIVOIRE/3385/2025|EPI_ISL_20232999|fdfc75abb0	2025-10-08	-824.1964532528231
CTEDIVOIRE/3175/2025|EPI_ISL_20232586|fdfc75abb0	2025-09-23	-809.196453252821
COTEDIVOIRE/3423/2025|EPI_ISL_20233001|fdfc75abb0	2025-10-13	-829.1964532528211
COTEDIVOIRE/GR4377/2025|EPI_ISL_20336741|fdfc75abb0	2025-12-22	-899.1964532528216
GHANA/FS234887/2023|EPI_ISL_18498040|cd6da1e54a	2023-06-21	830.6541243086405
GALICIA/44193101/2024|EPI_ISL_19615426|1dbfb49f60	2024-11-01	1439.1877753028878
GALICIA/33349971/2023|EPI_ISL_19586452|f5b0aca714	2023-12-19	1503.0312016440648
SIENA/1/2024|EPI_ISL_18993634|dc92666159	2024-01-03	2328.9750952298
BADAJOZ/18570374/2023|EPI_ISL_18007105|518dbd708b	2023-03-19	1346.0099160855038
GALICIA/44106673/2023|EPI_ISL_19586455|f1acce62f4	2023-12-19	925.0302227596255
GALICIA/33350646/2023|EPI_ISL_19615417|1ed55095ce	2023-12-27	958.9796466422714
GALICIA/28218230/2023|EPI_ISL_19586457|ad2bd93a52	2023-12-26	792.164109216099
GALICIA/44106703/2023|EPI_ISL_19586456|55fea42c2f	2023-12-19	842.4025915536669
GALICIA/26550470/2023|EPI_ISL_19586451|ba1bd02a4c	2023-12-19	809.8948658526273
GALICIA/44109746/2024|EPI_ISL_19615420|4da5283b64	2024-01-02	795.8948658526296
GALICIA/22349338/2024|EPI_ISL_19615422|fa5d5c2d7d	2024-01-24	1028.6202124940676
GALICIA/44106651/2023|EPI_ISL_19586454|577f80489d	2023-12-19	1622.229407686428
GALICIA/33347078/2023|EPI_ISL_19586450|4f7c518f0b	2023-12-13	1355.6346189372362
INDIA/PGIMER20/2022|EPI_ISL_19191170|98217b306d	2022-09-16	1484.5013029647785
INDIA/PGIMER24/2022|EPI_ISL_19191093|98217b306d	2022-12-12	1397.5013029647753
INDIA/PGIMER22/2022|EPI_ISL_19191167|619d937897	2022-10-15	1383.1912628481057
INDIA/PGIMER23/2022|EPI_ISL_19191132|b53550a4cd	2022-10-15	1607.9722932629243
INDONESIA/BIOKESIBJM1310/2023|EPI_ISL_18724525|8b88da09a8	2023-10-02	1054.716569460692
SRILANKA/0207/2023|EPI_ISL_18667469|f0ed36adc8	2023-02-09	1162.5704128314717
INDONESIA/BIOKESIBJM1244/2022|EPI_ISL_18639067|0309388867	2022-04-08	1599.5807642697812
ODISHA/918/2022|EPI_ISL_19878311|2d33f1b6da	2022-06-01	822.0808872146026
BALTIMORE/JH893/2024|EPI_ISL_19158491|fe6bcf20b6	2022-01-01	804.3915033309108
SHANGHAIHONGKOU/SWL1829/2024|EPI_ISL_19599390|468cf3b0a2	2024-10-17	-763.3157849084828
ZHEJIANGWENLING/SWL1128/2024|EPI_ISL_19675045|468cf3b0a2	2024-11-06	-783.3157849084829
UKRAINE/2248/2024|EPI_ISL_19002476|70c1d305cf	2024-01-23	970.3234332474733
BELGIUM/S0594/2023|EPI_ISL_18713863|659389e63c	2023-01-16	905.3677101136852
SHANGHAIQINGPU/SWL1907/2024|EPI_ISL_19675009|8bdd8af78b	2024-12-02	-893.4464500670628
SHANGHAIHONGKOU/SWL11234/2024|EPI_ISL_19718728|c85aadee2f	2024-12-13	-777.7270004330385
SAUDIARABIA/KFMC17/2019|EPI_ISL_16062188|db95c51dbf	2019-11-01	754.2047735856809
SAUDIARABIA/KFMC16/2019|EPI_ISL_16062186|d306efb04d	2019-11-01	796.2885905389231
SAUDIARABIA/KFMC18/2019|EPI_ISL_16062187|d306efb04d	2019-11-01	796.2885905389231
SAUDIARABIA/KFMC45/2019|EPI_ISL_16062184|d306efb04d	2019-10-09	819.2885905389206
BALTIMORE/JH259/2023|EPI_ISL_18938388|ebb5c7b648	2023-01-01	820.6963683791688
BALTIMORE/JH228/2023|EPI_ISL_18938369|ebb5c7b648	2023-01-01	820.6963683791688
BALTIMORE/JH779/2024|EPI_ISL_19158475|94507b5c2d	2023-01-01	862.7829482429055
BANGKOK/P5113/2023|EPI_ISL_18539996|5af50fa25a	2023-11-15	2877.9697667245105
PENNSYLVANIA/CP240015/2023|EPI_ISL_19790100|e275b96264	2023-12-17	808.2985415509116
DENMARK/1691/2023|EPI_ISL_18962704.EPI_ISL_18577244|c045586b0b	2023-11-01	811.7824137475895
NEPAL/MPPHL002FL/2022|EPI_ISL_16747601|22be889f3f	2020-02-18	1152.0234917674234
SAUDIARABIA/KFMC12/2019|EPI_ISL_16062189|01617b53ab	2019-11-01	1245.8266842213293
INDIA/CTAIIMSR611/2022|EPI_ISL_17805908|3b6b35f44e	2022-09-21	-936.7430435438434
INDIA/CTAIIMSR260/2022|EPI_ISL_17805929|3b6b35f44e	2022-08-27	-911.7430435438453
INDIA/CTAIIMSR572/2022|EPI_ISL_17805968|3b6b35f44e	2022-09-19	-934.7430435438426
INDIA/CTAIIMSR212/2022|EPI_ISL_17805964|026574bb54	2022-08-29	-914.367961518516
INDIA/CTAIIMSR439/2022|EPI_ISL_17805938|026574bb54	2022-09-09	-925.3679615185165
INDIA/CTAIIMSR136/2022|EPI_ISL_17805939|026574bb54	2022-08-08	-893.3679615185155
INDIA/CTAIIMSR513/2022|EPI_ISL_17805944|bc54a9ddd7	2022-09-14	-887.3981790856669
INDIA/CTAIIMSR202/2022|EPI_ISL_17805954|bc54a9ddd7	2022-08-20	-862.3981790856648
INDIA/CTAIIMSR605/2022|EPI_ISL_17805912|bc54a9ddd7	2022-09-21	-894.3981790856658
INDIA/CTAIIMSR557/2022|EPI_ISL_17805962|cef5af3ba7	2022-09-18	-891.0297312340091
INDIA/CTAIIMSR579/2022|EPI_ISL_17805974|cef5af3ba7	2022-09-19	-892.0297312340094
INDIA/CTAIIMSR115/2022|EPI_ISL_17805936|cef5af3ba7	2022-08-03	-845.0297312340103
INDIA/CTAIIMSR393/2022|EPI_ISL_17805915|fd83b7e4d3	2022-09-06	-1006.1704728441565
INDIA/CTAIIMSR348/2022|EPI_ISL_17805919|fd83b7e4d3	2022-09-05	-1005.17047284416
INDIA/CTAIIMSR268/2022|EPI_ISL_17805920|fd83b7e4d3	2022-08-27	-996.1704728441604
INDIA/CTAIIMSR637/2022|EPI_ISL_17805904|fd83b7e4d3	2022-09-24	-1024.1704728441598
INDIA/CTAIIMSR508/2022|EPI_ISL_17805941|2bb8a8399c	2022-09-14	-1056.196289299832
INDIA/CTAIIMSR295/2022|EPI_ISL_17805927|2bb8a8399c	2022-08-30	-1041.19628929983
INDIA/CTAIIMSR434/2022|EPI_ISL_17805935|2bb8a8399c	2022-09-08	-1050.1962892998297
INDIA/CTAIIMSR266/2022|EPI_ISL_17805933|2bb8a8399c	2022-08-27	-1038.1962892998326
NEWJERSEY/A1251022/2025|EPI_ISL_20232614|3792b952cd	2025-08-16	-2123.248805066925
INDIA/CTAIIMSR292/2022|EPI_ISL_17805932|5a989d5f8b	2022-08-30	-1083.214839236997
INDIA/CTAIIMSR406/2022|EPI_ISL_17805911|a6df37bc12	2022-09-07	-880.3595722536916
INDIA/CTAIIMSR155/2022|EPI_ISL_17805942|a6df37bc12	2022-08-11	-853.3595722536926
INDIA/CTAIIMSR523/2022|EPI_ISL_17805947|a6df37bc12	2022-09-15	-888.3595722536948
INDIA/CTAIIMSR580/2022|EPI_ISL_17805976|6bdad9a175	2022-09-19	-976.9012209233391
INDIA/CTAIIMSR598/2022|EPI_ISL_17805951|6bdad9a175	2022-09-20	-977.9012209233396
INDIA/CTAIIMSR275/2022|EPI_ISL_17805916|6bdad9a175	2022-08-29	-955.9012209233387
INDIA/CTAIIMSR530/2022|EPI_ISL_17805950|7490ac2cc5	2022-09-15	-930.2633733138779
INDIA/CTAIIMSR156/2022|EPI_ISL_17805945|7490ac2cc5	2022-08-11	-895.2633733138757
INDIA/CTAIIMSR190/2022|EPI_ISL_17805924|7490ac2cc5	2022-08-16	-900.2633733138777
INDIA/CTAIIMSR414/2022|EPI_ISL_17805907|230b6a0085	2022-09-08	-881.3349031822681
INDIA/CTAIIMSR299/2022|EPI_ISL_17805923|230b6a0085	2022-08-30	-872.3349031822685
INDIA/CTAIIMSR259/2022|EPI_ISL_17805971|230b6a0085	2022-08-27	-869.3349031822712
RIYADH/100/2022|EPI_ISL_20234232|e924606ae8	2022-11-14	-838.0087600305043
HUNANHESHAN/SWL1282/2023|EPI_ISL_18068987|dbf0bba904	2023-03-06	-1693.8035753545616
WUHAN/0605/2021|EPI_ISL_20188196|eb4e200357	2021-06-05	-801.5798421653409
YUNNANLINXIANG/SWL1674/2020|EPI_ISL_20111798|a17c61a61f	2020-12-01	-826.6337921541948
YUNNANLINXIANG/SWL1482/2020|EPI_ISL_20111797|6c225cf42a	2020-10-06	-770.709856271107
ENGLAND/222321421/2022|EPI_ISL_14572741|01d75d0bb1	2022-06-04	-746.0453789963236
REUNION/HCL023033158201/2022|EPI_ISL_19849343.EPI_ISL_17693844|2d5c0279df	2022-12-24	-780.4577670390214
REUNION/HCL023041586201/2022|EPI_ISL_19849398.EPI_ISL_17694269|26219eaaa1	2022-12-29	-743.4072650855986
REUNION/HCL023041620501/2023|EPI_ISL_17694272|530627ab95	2023-03-09	-813.3633746804798
REUNION/HCL023033162501/2022|EPI_ISL_19849350.EPI_ISL_17693845|a7f6b521e4	2022-12-22	-820.6421776308331
ILEDEFRANCE/56550/2022|EPI_ISL_16113079|940cf5677d	2022-11-25	-751.6734996111966
NETHERLANDS/11658/2022|EPI_ISL_14120299|058528a223	2022-06-20	-761.892117691167
SOUTHAUSTRALIA/315/2022|EPI_ISL_15833473|b91f4f5c1c	2022-09-13	-846.9081244925014
BRISBANE/809/2022|EPI_ISL_16454656|a3a55bdcee	2022-09-25	-816.466537720454
BRISBANE/764/2022|EPI_ISL_15833449|a3a55bdcee	2022-08-23	-783.4665377204525
BRISBANE/756/2022|EPI_ISL_15833446|a3a55bdcee	2022-08-22	-782.4665377204522
BRISBANE/808/2022|EPI_ISL_16454657|5646e87614	2022-09-20	-769.3855986267645
BRISBANE/768/2022|EPI_ISL_16003529|3385815d80	2022-08-25	-785.679158423076
BRISBANE/772/2022|EPI_ISL_16003527|b6d5c96360	2022-08-27	-745.59755015207
BRISBANE/789/2022|EPI_ISL_16003487|22d4b1b431	2022-09-06	-755.6834383935095
DENMARK/890/2023|EPI_ISL_17710848|fe928f26ee	2023-03-14	-859.5193350854202
DENMARK/131/2023|EPI_ISL_17189253|fe928f26ee	2023-01-03	-789.5193350854197
SOUTHCAROLINA/03/2023|EPI_ISL_17102999.EPI_ISL_17102814|78e78ef47d	2023-01-14	-800.5193350854202
RIOGRANDEDOSUL/28751/2022|EPI_ISL_17859994|fe928f26ee	2022-12-05	-760.5193350854198
SOUTHCAROLINA/06/2023|EPI_ISL_17559683.EPI_ISL_17392752|fe928f26ee	2023-02-26	-843.5193350854215
DENMARK/380/2023|EPI_ISL_17190361|a8eb74a47f	2023-01-27	-771.5539824071279
DENMARK/1238/2023|EPI_ISL_17710926|a935eb040e	2023-04-13	-847.4828734636702
DENMARK/340/2023|EPI_ISL_17190298|7e0913bfad	2023-01-27	-771.5223013371893
MARDELPLATA/43329/2023|EPI_ISL_19129951|ba940e7e6f	2023-07-13	-896.4775469002915
MARDELPLATA/43252/2023|EPI_ISL_19122224|6b8d9a2e42	2023-05-29	-767.5159199923897
RANCAGUA/30773/2023|EPI_ISL_18137566|3c92264916	2023-04-11	-803.4397775503016
CHILE/8372/2022|EPI_ISL_15025132|f6e1ea2e21	2022-06-21	-762.8717797336329
NETHERLANDS/01141/2022|EPI_ISL_13499657|8d3727d38b	2022-06-12	-753.8553377720307
NETHERLANDS/11651/2022|EPI_ISL_13324721|daeac35e98	2022-06-03	-744.9216886015989
VICTORIA/4793/2022|EPI_ISL_15833466|7624b29420	2022-06-24	-765.8949586002934
TASMANIA/269/2022|EPI_ISL_15833278|b2807a199e	2022-07-12	-783.93956333575
FOUMBAN/2574/2023|EPI_ISL_20205306|69207d3ff5	2023-03-01	-973.8610915632167
BRISBANE/675/2022|EPI_ISL_15833467|7baaceb437	2022-07-13	-784.9634277990106
BRISBANE/695/2022|EPI_ISL_15833455|ba6807baf1	2022-07-21	-792.9733135028911
BRISBANE/704/2022|EPI_ISL_15833463|ba6807baf1	2022-07-26	-797.973313502893
BRISBANE/679/2022|EPI_ISL_15833468|ba6807baf1	2022-07-15	-786.9733135028926
BRISBANE/740/2022|EPI_ISL_15833452|676d69e6d3	2022-08-12	-772.861214721915
SYDNEY/798/2022|EPI_ISL_14467487.EPI_ISL_14115517|449a8b5068	2022-06-28	-769.9606689933357
SYDNEY/877/2022|EPI_ISL_14467489.EPI_ISL_14115591|449a8b5068	2022-06-14	-755.9606689933341
NETHERLANDS/11570/2022|EPI_ISL_12973136|45e44a89e8	2022-05-10	-762.975302417525
NETHERLANDS/11721/2022|EPI_ISL_14918898|45e44a89e8	2022-06-08	-791.9753024175247
NETHERLANDS/11476/2022|EPI_ISL_12853601|45e44a89e8	2022-05-09	-761.9753024175246
NETHERLANDS/11525/2022|EPI_ISL_12853608|45e44a89e8	2022-05-07	-759.9753024175238
SYDNEY/729/2022|EPI_ISL_13984030|46359fe68a	2022-05-29	-781.9753024175247
ENGLAND/79/2022|EPI_ISL_16894937|46359fe68a	2022-09-15	-890.9753024175251
ENGLAND/161/2022|EPI_ISL_17505311|46359fe68a	2022-08-31	-875.975302417523
NETHERLANDS/11666/2022|EPI_ISL_14120558|45e44a89e8	2022-06-13	-796.9753024175228
NETHERLANDS/11623/2022|EPI_ISL_13096506|45e44a89e8	2022-05-17	-769.9753024175238
NETHERLANDS/11609/2022|EPI_ISL_13096528|45e44a89e8	2022-05-12	-764.9753024175219
VICTORIA/4306/2022|EPI_ISL_14819811|46359fe68a	2022-06-30	-813.9753024175218
ENGLAND/221740513/2022|EPI_ISL_14387941|46359fe68a	2022-04-25	-747.9753024175229
VICTORIA/5195/2022|EPI_ISL_16522445|46359fe68a	2022-07-08	-821.975302417525
SYDNEY/1239A/2022|EPI_ISL_16454671|46359fe68a	2022-07-12	-825.9753024175227
SOUTHAUSTRALIA/309/2022|EPI_ISL_15833475|46359fe68a	2022-09-14	-889.9753024175246
BRISBANE/703/2022|EPI_ISL_15833459|46359fe68a	2022-07-26	-839.9753024175243
BRISBANE/687/2022|EPI_ISL_15833469|46359fe68a	2022-07-18	-831.9753024175251
VICTORIA/4095/2022|EPI_ISL_15833450|46359fe68a	2022-06-15	-798.9753024175236
BRISBANE/708/2022|EPI_ISL_15833457|46359fe68a	2022-07-27	-840.9753024175247
BRISBANE/762/2022|EPI_ISL_15833462|46359fe68a	2022-08-22	-866.9753024175233
NEWCASTLE/217/2022|EPI_ISL_15907694|46359fe68a	2022-07-06	-819.9753024175242
BRISBANE/688/2022|EPI_ISL_15833453|46359fe68a	2022-07-19	-832.9753024175216
VICTORIA/4463/2022|EPI_ISL_15833465|46359fe68a	2022-07-28	-841.9753024175251
BRISBANE/726/2022|EPI_ISL_15833456|46359fe68a	2022-07-28	-841.9753024175251
BRISBANE/754/2022|EPI_ISL_15833447|46359fe68a	2022-08-18	-862.9753024175217
BRISBANE/692/2022|EPI_ISL_15833458|46359fe68a	2022-07-21	-834.9753024175224
BRISBANE/701/2022|EPI_ISL_15833460|46359fe68a	2022-07-25	-838.975302417524
BRISBANE/691/2022|EPI_ISL_15833451|46359fe68a	2022-07-19	-832.9753024175216
SOUTHAUSTRALIA/291/2022|EPI_ISL_15833472|46359fe68a	2022-08-28	-872.9753024175218
SYDNEY/1239/2022|EPI_ISL_15833386|46359fe68a	2022-07-12	-825.9753024175227
