label	collection_date	root_to_tip_residual_days
ODISHA/1999/2025|EPI_ISL_20508269|0753fc4f82	2025-10-06	1457.8193748141332
HUNGARY/101594UPL25003787/|EPI_ISL_20084356|e1a8bc5896	2025-03-05	1267.1602841170618
KURSK/CRIE/696/2025|EPI_ISL_19898014|d4ee7f8ab5	2025-02-03	2382.8539168919015
MOSCOW/CRIE/263/2025|EPI_ISL_19893775|7da266a162	2025-01-31	1797.2480518233483
KURSK/CRIE/698/2025|EPI_ISL_19898016|253ba720d7	2025-03-04	2016.6684962474924
MOSCOW/CRIE/219/2025|EPI_ISL_19893770|378569d6a8	2025-01-27	1381.2508774802197
KOSTROMA/CRIE/180/2025|EPI_ISL_19712323|c7dca9351b	2025-01-15	1394.4478911445322
MOSCOW/CRIE/222/2025|EPI_ISL_19893773|804d1e486e	2025-01-17	1391.286359820048
MOSCOW/CRIE/333/2025|EPI_ISL_19893782|87689e9c96	2025-02-10	1284.2756161261775
MOSCOW/CRIE/206/2025|EPI_ISL_19893769|78229be7d7	2025-01-20	1388.3018334941469
VORONEZH/CRIE/545/2025|EPI_ISL_19898022|bb8814d894	2025-03-17	1667.5358008893832
ASTRAKHAN/CRIE/614/2025|EPI_ISL_19894931|da45329a63	2025-03-11	1255.3547869152612
MOSCOW/CRIE/120/2024|EPI_ISL_19634849|3c81196f88	2024-12-19	1254.2545981825613
SARATOVOBLAST/4532V/2025|EPI_ISL_20233293.EPI_ISL_20233298|3c166dcb31	2025-02-14	1280.3397950419323
KURSK/CRIE/365/2025|EPI_ISL_19898006|829ab469f7	2025-02-17	1275.816529970543
ASTRAKHAN/CRIE/345/2025|EPI_ISL_19894921|829ab469f7	2025-02-03	1289.816529970543
ASTRAKHAN/CRIE/607/2025|EPI_ISL_19894924|1f3c94912c	2025-02-28	1265.0711439320014
ASTRAKHAN/CRIE/609/2025|EPI_ISL_19894926|d0c7f3f3fb	2025-03-17	1247.9337246502307
ASTRAKHAN/CRIE/610/2025|EPI_ISL_19894927|156dd6e20b	2025-03-12	1336.6317059185155
ASTRAKHAN/CRIE/618/2025|EPI_ISL_19894917|156dd6e20b	2025-03-24	1324.6317059185158
ASTRAKHAN/CRIE/608/2025|EPI_ISL_19894925|8d264f7c30	2025-03-03	1262.460137242839
ODISHA/956/2023|EPI_ISL_20248540|a1243ddd54	2023-08-18	1858.1048769747188
MICHIGAN/UML372187934/2020|EPI_ISL_18898260|064f8b936a	2020-12-08	1488.7508318402438
INDIA/RES/23/1799/2023|EPI_ISL_20232150|80511f8707	2023-04-24	10737.717764277955
ASTURIAS/232465739/2024|EPI_ISL_19854983|c5f39778ca	2024-08-29	7115.135705997354
INDIA/RES/23/4646/2023|EPI_ISL_20232140|be402f2836	2023-11-18	3492.1382508968704
INDIA/RES/23/2684/2023|EPI_ISL_20232145|07c2270e63	2023-07-24	2468.628638294631
RIYADH/60/2023|EPI_ISL_19679451|ca479e672e	2023-12-26	1653.9076630675156
RIYADH/57/2024|EPI_ISL_19882237|f5fa518d0d	2024-12-02	1584.3863465777838
RIYADH/362/2025|EPI_ISL_19882235|33806d7f78	2025-02-26	1663.9893052759744
RIYADH/116/2024|EPI_ISL_19882229|0be5131793	2024-12-06	1414.2859376131667
SAOPAULO/CEVI2501263/2025|EPI_ISL_20338518|58d1a6faaa	2025-10-06	-1512.7548450541506
PAKISTAN/NIC/KTH/13/2025|EPI_ISL_19699149|75ed190d51	2025-01-07	-1558.9988316445022
PAKISTAN/NMC/12/2025|EPI_ISL_19699148|91b06506db	2025-01-06	-1398.6195251120942
ANHUIXIANGSHAN/11242/2023|EPI_ISL_18820465|ec91dea548	2023-12-04	-1255.261992837729
WUHAN/HAWB620240416080/2021|EPI_ISL_20300005|74ea983440	2021-01-15	1292.3014745882472
WUHAN/HAWB620240416082/2021|EPI_ISL_20300006|84240f458c	2021-01-15	1292.668756599532
FUJIANLICHENG/1940/2023|EPI_ISL_18613723|e9518e5661	2023-09-16	-1339.2727979432889
HENANWEIDONG/1952/2023|EPI_ISL_18886139.EPI_ISL_18613855|14228f9644	2023-10-06	-1273.5803643091158
ZHEJIANGYONGKANG/1274/2021|EPI_ISL_2695897|f9c9129af8	2021-03-15	-1663.6208646732443
SHANXITAIYUAN/1517/2018|EPI_ISL_19589198|3e5c8df1dc	2024-12-02	-2196.996103853671
SINGAPORE/INFGP160987/2016|EPI_ISL_226500|a5c06f576e	2016-04-25	5516.91588224807
ZHEJIANGYIWU/1865/2021|EPI_ISL_7189194|da1f2fa1dd	2021-08-31	-1668.036876754816
ZHEJIANGYIWU/1226/2021|EPI_ISL_2695919|da1f2fa1dd	2021-03-08	-1492.0368767548168
ZHEJIANGYIWU/1104/2021|EPI_ISL_2696125|da1f2fa1dd	2021-02-01	-1457.036876754817
ZHEJIANGYIWU/1101/2021|EPI_ISL_2696126|da1f2fa1dd	2021-02-01	-1457.036876754817
ZHEJIANGLINHAI/11097/2019|EPI_ISL_402195|3ca1eff025	2019-11-17	-1262.0450950921283
XIAMEN/N844/2014|EPI_ISL_261451|8d6886051d	2014-01-25	1613.0998195532393
INDIA/PUN1842250/2018|EPI_ISL_389691|302406d219	2018-02-05	6151.688249508059
BANGKOK/SI17/2012|EPI_ISL_147099|06cee7db9b	2012-08-31	6918.414709556666
YOKOSUKA/4/2013|EPI_ISL_150321|472d01403a	2013-03-02	3946.1793134249124
INCHEON/1609/2015|EPI_ISL_253941|a47ec04b7d	2015-12-22	2993.771815528438
CAMEROON/15V3541/2015|EPI_ISL_326427|bd6def8ef7	2015-04-28	2517.708274183108
THAILAND/CUB6768/2012|EPI_ISL_217093|6a7d740a31	2012-08-26	7005.316987946237
BANGKOK/SI30/2012|EPI_ISL_147110|c66f0cdbd4	2012-09-12	5457.952954330727
BANGKOK/SI48/2012|EPI_ISL_147124|ef41c4c2f1	2012-07-11	1440.8861309915828
NICARAGUA/297202/2012|EPI_ISL_387565|f586ea0a9e	2012-09-05	1379.4039949344874
NICARAGUA/AGB226/2012|EPI_ISL_161751|f4d285644d	2012-08-20	1395.4039949344874
NICARAGUA/562502/2012|EPI_ISL_297704|f586ea0a9e	2012-09-13	1371.4039949344876
NICARAGUA/AGB208/2012|EPI_ISL_161765|d91edcefc8	2012-08-29	1468.8197368272206
NICARAGUA/AGB211/2012|EPI_ISL_161768|d91edcefc8	2012-09-03	1463.8197368272206
BANGKOK/SI22/2012|EPI_ISL_147102|320d1171ea	2012-09-04	1634.444658099208
LAOS/I999/2012|EPI_ISL_140287|62752f1880	2012-12-25	1522.4446580992087
BANGKOK/SI18/2012|EPI_ISL_147100|24eebc8124	2012-08-22	1909.1463731570684
MONTANA/05/2012|EPI_ISL_134544.EPI_ISL_132486|c8c892db9d	2012-10-21	1331.1660000933916
NORWAY/2090/2012|EPI_ISL_246908.EPI_ISL_134593.EPI_ISL_134149.EPI_ISL_132887|5937e79177	2012-10-02	1350.1660000933916
MONTANA/06/2012|EPI_ISL_132488|7014291bf3	2012-10-28	1406.456092027605
BOLIVIA/3136/2012|EPI_ISL_129723|017a39b073	2012-08-17	1478.470809874521
THAILAND/CUB6240/2012|EPI_ISL_194217|9fb16341a7	2012-05-23	1648.1385497080041
HONGKONG/3514/2012|EPI_ISL_128122|1060ba1b98	2012-05-04	1419.987928700805
NEWYORK/1372/2012|EPI_ISL_160125|57b8a1d1f1	2012-05-07	1583.9324383396158
NEWYORK/1366/2012|EPI_ISL_160120|57b8a1d1f1	2012-05-01	1589.9324383396158
HONGKONG/3534/2012|EPI_ISL_246851.EPI_ISL_128123|b38482353d	2012-05-08	1331.5648935991642
CASTILLALAMANCHA/RR9848/2012|EPI_ISL_121341|b50f44e331	2012-04-05	1447.1995512342464
CASTILLALAMANCHA/RR9852/2012|EPI_ISL_121356|b50f44e331	2012-04-02	1450.1995512342464
HONGKONG/3553/2012|EPI_ISL_127861|eea6ceb191	2012-05-17	1416.905655163976
PERU/3384/2012|EPI_ISL_127863|f412173fb8	2012-05-09	1521.1400864911545
MALAYSIA/IMRSARI0586/2024|EPI_ISL_19084613|9b83c46828	2024-02-24	-2879.409215951465
LAOS/051/2013|EPI_ISL_144864|60edee2156	2013-01-15	1261.9821325984578
LAOS/I761/2012|EPI_ISL_137623|f9051b703e	2012-10-01	1388.122142084752
LAOS/I903/2012|EPI_ISL_137632|9938278c28	2012-04-12	1374.024774269755
ENGLAND/54380706/2015|EPI_ISL_203394|07f5f03dac	2015-10-20	-1587.9261306400658
RHEINLANDPFALZ/1/2014|EPI_ISL_266965.EPI_ISL_169899|07f5f03dac	2014-12-16	-1279.9261306400656
RHEINLANDPFALZ/43/2016|EPI_ISL_261290|07f5f03dac	2016-11-21	-1985.9261306400656
GEORGIA/4905/2015|EPI_ISL_243148|07f5f03dac	2015-12-08	-1636.9261306400656
BELGIUM/IS0015/2020|EPI_ISL_2484155|d8f58d063c	2020-01-07	-2458.7461993402667
URUGUAY/257/2012|EPI_ISL_410985|01c0c45813	2012-06-30	2701.8775263420116
BANGKOK/SI19/2012|EPI_ISL_153081|b72a30bb7d	2012-08-28	1590.9422730422739
TEXAS/8867/2019|EPI_ISL_366898|87e173e781	2019-02-18	-1894.7481993245494
NEWYORK/8715/2019|EPI_ISL_366394|87e173e781	2019-02-13	-1889.7481993245494
THAILAND/CUB11791/2015|EPI_ISL_217166|c3adfec35f	2015-04-07	1425.633475019178
THAILAND/CUB11637/2015|EPI_ISL_217156|ee4556d156	2015-02-10	1481.105858160092
CAMBODIA/Z1212504/2015|EPI_ISL_222810|231567db20	2012-12-04	1697.3943043192014
ODISHA/0572/2026|EPI_ISL_20509827|eab8b28de8	2026-03-02	-4128.833107810672
XIAMEN/S148/2016|EPI_ISL_245506|8fdd5acbd4	2016-02-18	5984.68415400135
XIAMEN/S120/2015|EPI_ISL_245504|7e20523844	2015-06-19	2816.645145058748
URUGUAY/396/2015|EPI_ISL_411057|d9ec560dbd	2015-05-12	1913.8021464644266
SHANDONGBINCHENG/1264/2016|EPI_ISL_19895830|6d0e625e68	2025-03-02	-3275.7464892882244
BERLIN/4/2022|EPI_ISL_14926040|c4fa3017af	2022-05-22	-1435.3889751265679
ASTANA/18529/2022|EPI_ISL_17056996|dae5b7be44	2022-01-01	-1377.5833515927325
ASTANA/18844/2022|EPI_ISL_17056994.EPI_ISL_17820098|dae5b7be44	2022-01-01	-1377.5833515927325
ASTANA/18634/2022|EPI_ISL_17056995|dae5b7be44	2022-01-01	-1377.5833515927325
ANHUIJINGHU/63/2019|EPI_ISL_372278|a1f553ca4e	2019-02-25	2129.6244725589477
TARAZNRL/9352/2019|EPI_ISL_414415|80a49aeff9	2019-12-10	1437.066687890743
