label	collection_date	root_to_tip_residual_days
SIENA/28/2024|EPI_ISL_19210420|3bf53e48b3	2024-01-26	-1153.4692547896952
NETHERLANDS/00994/2026|EPI_ISL_20420081|2daccc893e	2026-03-24	-2055.549765987002
AUSTRALIA/UNVIDRL42656/2023|EPI_ISL_18751691|99c7638a90	2023-01-01	-1025.9687834546996
AUSTRALIA/UNVIDRL08689/2023|EPI_ISL_18752197|797ddb4076	2023-01-01	-1025.9687834546996
AUSTRALIA/UNVIDRL1425954/2023|EPI_ISL_18752211|fa24ba401c	2023-01-01	-1025.9687834546996
AUSTRALIA/UNVIDRL134621/2023|EPI_ISL_18752228|512b5c7724	2023-01-01	-1025.9687834546996
AUSTRALIA/UNVIDRL126384046/2023|EPI_ISL_18752217|cc7e157f1e	2023-01-01	-1025.9687834546996
AUSTRALIA/UNVIDRL1209/2023|EPI_ISL_18751341|a537afe8be	2023-01-01	-1025.9687834546996
ONTARIO/RV2002/2019|EPI_ISL_362002|6dd928061d	2019-04-01	1109.1341952354228
EGYPT/N220340C/2022|EPI_ISL_17497669|76393d5c6f	2022-05-10	-900.9163634508976
EGYPT/N220334C/2022|EPI_ISL_17508883|beea305a22	2022-05-10	-1049.5843486326485
EGYPT/N220339C/2022|EPI_ISL_17508876|4f0f0ac524	2022-05-10	-975.4020714622212
HUNANYUANJIANG/31/2022|EPI_ISL_14456484|d9427e5ddc	2022-06-20	-1127.6611500779456
SICHUANJIANGYANG/11127/2022|EPI_ISL_14818886|76f4b18b90	2022-06-27	-1171.8894159586669
SICHUANHEJIANG/310/2022|EPI_ISL_14818885|76f4b18b90	2022-06-23	-1167.8894159586675
SICHUANJIANGYANG/11085/2022|EPI_ISL_14818887|76f4b18b90	2022-06-26	-1170.889415958667
HUNANFENGHUANG/33/2022|EPI_ISL_14456491|b0965cc1c7	2022-06-14	-1158.8689575537448
ZHEJIANGYONGKANG/1567/2022|EPI_ISL_14456612|3f994812a6	2022-05-16	-1091.5563456593982
ZHEJIANGYONGKANG/1576/2022|EPI_ISL_14456620|f6eac4e3b5	2022-05-21	-1096.5563456594007
SAUDIARABIA/90/2022|EPI_ISL_20205297|43be3c12f1	2022-11-24	-909.6136019512827
CATALONIA/NSVH100184910/2015|EPI_ISL_285613|be21e37546	2015-03-16	1117.2110037638663
SAUDIARABIA/44/2022|EPI_ISL_20205289|9f3428487e	2022-01-30	-982.1790151326641
INDIA/1732610/2017|EPI_ISL_365312|b0ab461f8c	2017-09-06	921.7961452555675
QUEBEC/047/2017|EPI_ISL_311021|6897704f50	2017-02-01	924.2281872923085
GYEONGGI/1304/2016|EPI_ISL_302501|c848c72228	2016-10-24	964.2521666139638
CATALONIA/NSVH100539813/2016|EPI_ISL_309332|039185c2c2	2016-12-24	1154.1683214264253
THAILAND/CUV39/2015|EPI_ISL_19162684|71cb2518d8	2015-05-01	997.1099101592308
SHANGHAI/YP1386C2/2022|EPI_ISL_19460489|4f08ba849e	2022-07-06	-960.5312761099425
BILIRANTB5/0605/2016|EPI_ISL_19472259|45eb658cb9	2016-08-16	959.8811782697273
ITALY/AGE192016/2016|EPI_ISL_381509|8624b851c9	2016-12-01	1038.483886396076
HEILONGJIANGJIGUAN/1222/2020|EPI_ISL_485412|6979005682	2020-03-16	-1081.7846694589932
THAILAND/CUV44/2015|EPI_ISL_19162675|2213690580	2015-12-01	1277.6209826318586
JIANGSUJINTAN/3109/2019|EPI_ISL_410681|d8eee7149f	2019-12-02	-976.1264550610792
XIAMEN/S108/2015|EPI_ISL_245501|38b4dd5cf7	2015-08-24	1506.1419752085471
XIAMEN/S87/2015|EPI_ISL_245500|14536a01f4	2015-07-13	1902.7918836739495
CORSICA/407615/2015|EPI_ISL_205025|a68427c76d	2015-02-18	1117.8594127285426
XIAMEN/S5/2015|EPI_ISL_245497|928746c955	2015-06-09	1548.2392084512041
XIAMEN/S54/2015|EPI_ISL_245495|e5470203ef	2015-05-17	1141.4203138509645
XIAMEN/S80/2015|EPI_ISL_245494|dd03711b16	2015-07-14	931.6391013079445
NICARAGUA/1160510AV1/2019|EPI_ISL_19764825|3f329ff884	2019-10-01	-1507.5745867972446
NEIMENGGUKEERQIN/1194/2020|EPI_ISL_522426|dafcf66927	2020-02-03	-1038.7356245773622
ROMANIA/257270/2020|EPI_ISL_515506|c43ec6c868	2020-01-29	-996.5844975590513
ROMANIA/259348/2020|EPI_ISL_516793|c43ec6c868	2020-03-03	-1030.5844975590524
KAZAKHSTAN/NCE359/2025|EPI_ISL_20313440|cafecb57e3	2025-11-12	-3370.7215191537875
KAZAKHSTAN/NCE407/2025|EPI_ISL_20308721|cafecb57e3	2025-11-16	-3374.721519153787
KILIFI/MAT220589/2021|EPI_ISL_20257258|c8047f4c29	2021-12-06	-1970.749218625537
WASHINGTON/55/2020|EPI_ISL_2521309|29af5b843f	2020-01-22	-913.594765452008
COLOMBIA/7231/2019|EPI_ISL_409065|14e4bc7656	2019-12-05	-902.7683588174864
BOLIVIA/1978/2019|EPI_ISL_421123|5aa443db03	2019-10-21	-895.0529981490813
CHILE/1699/2019|EPI_ISL_404631|c63e6d249c	2019-11-27	-931.8933936985404
CHILE/3981/2019|EPI_ISL_404535|0340ced82c	2019-10-26	-899.8933936985392
CHILE/2482/2019|EPI_ISL_402525|219552b6f1	2019-11-29	-896.9643405703948
UTAH/32/2019|EPI_ISL_356274|ea940753fb	2019-04-18	-894.352578842659
BREST/1984/2019|EPI_ISL_362075|9654a48f4c	2019-04-17	-893.3525788426591
ENGLAND/191880526/2019|EPI_ISL_514035|9654a48f4c	2019-04-25	-901.3525788426577
IQUIQUE/89168/2019|EPI_ISL_403674|3a892539df	2019-09-22	-902.7063341067841
AUSTRIA/1228043/2020|EPI_ISL_486630|8b3245690e	2020-02-27	-1117.2593239250577
AUSTRIA/1229410/2020|EPI_ISL_486636|8b3245690e	2020-03-02	-1121.259323925057
AUSTRIA/1230986/2020|EPI_ISL_486640|f014e67d69	2020-03-03	-955.0420226770577
AUSTRIA/1215040/2020|EPI_ISL_486554|a71899622d	2020-01-16	-1075.2593239250548
PAKISTAN/2527/2019|EPI_ISL_416809|8d6f91b28a	2019-12-14	-948.7523914054457
ENGLAND/833/2019|EPI_ISL_459825|eda5ce5615	2019-12-18	-1064.174418624509
VICTORIA/2867/2019|EPI_ISL_410157|66d4d7275c	2019-12-19	-954.1364894171247
NETHERLANDS/01672/2019|EPI_ISL_416275.EPI_ISL_401965|d23ace1608	2019-12-04	-1012.8859512555555
NORWAY/0095/2020|EPI_ISL_19741962|5958d30c7b	2020-01-13	-904.465073948094
ICELAND/26/2020|EPI_ISL_485759.EPI_ISL_477538|2aca6a50e6	2020-03-13	-964.4650739480938
NORWAY/47/2020|EPI_ISL_410016|75eb2e784b	2020-01-03	-894.4650739480957
STOCKHOLM/16/2020|EPI_ISL_485777.EPI_ISL_477611.EPI_ISL_413668|dc120333aa	2020-02-04	-926.4650739480936
NORWAY/95/2020|EPI_ISL_410019|dc120333aa	2020-01-13	-904.465073948094
ESKILSTUNA/14/2020|EPI_ISL_420883|dc120333aa	2020-02-13	-935.4650739480954
ITALY/11879/2020|EPI_ISL_435202|c36c25917e	2020-02-06	-928.5946968140058
NORWAY/0047/2020|EPI_ISL_19741927|363240c764	2020-01-03	-931.537386469442
NORWAY/0048/2020|EPI_ISL_19741928|ca034d478d	2020-01-02	-930.5373864694421
NORWAY/1900/2020|EPI_ISL_500734|d704705782	2020-03-12	-1000.5373864694403
BULGARIA/738/2020|EPI_ISL_434401|6a4d34a0ed	2020-01-29	-920.502415501754
BULGARIA/1051/2020|EPI_ISL_527198.EPI_ISL_527199.EPI_ISL_609911|38433be10c	2020-02-21	-943.5024155017534
MACEDONIA/160/2020|EPI_ISL_410005|38433be10c	2020-01-20	-911.5024155017554
MACEDONIA/185/2020|EPI_ISL_410006|38433be10c	2020-01-23	-914.502415501755
MACEDONIA/364/2020|EPI_ISL_512113|cc873be682	2020-02-02	-924.5024155017533
MACEDONIA/144/2020|EPI_ISL_410003|38433be10c	2020-01-17	-908.5024155017526
LYON/0053/2020|EPI_ISL_410427|f7fc24247d	2020-01-06	-897.5024155017545
MACEDONIA/509/2020|EPI_ISL_498373.EPI_ISL_477585|c48e1c72b1	2020-02-17	-902.4299440824764
MACEDONIA/648/2020|EPI_ISL_498376|5b0492fef6	2020-02-27	-912.4619552560945
MACEDONIA/378/2020|EPI_ISL_512108|cc873be682	2020-02-02	-924.5024155017533
MACEDONIA/466/2020|EPI_ISL_477583|dd2a4cef2d	2020-02-10	-932.5341341557626
NORWAY/3105/2020|EPI_ISL_19741924|ab517c9fa6	2019-12-31	-928.5373864694425
MAURITIUS/I34/2020|EPI_ISL_416267.EPI_ISL_411133|d704705782	2020-01-05	-933.5373864694417
ENGLAND/856/2019|EPI_ISL_470913|d704705782	2019-12-20	-917.537386469441
BELGIUM/G0506/2019|EPI_ISL_426196|d704705782	2019-11-28	-895.5373864694413
DENMARK/291/2020|EPI_ISL_407962|da2e6b2123	2020-01-16	-944.5373864694398
POLAND/222/2020|EPI_ISL_498387|d704705782	2020-02-17	-976.5373864694411
BULGARIA/064/2020|EPI_ISL_409369|da2e6b2123	2020-01-10	-938.5373864694408
MINNESOTA/04/2020|EPI_ISL_413251.EPI_ISL_413289|da2e6b2123	2020-01-24	-952.5373864694418
HESSEN/25/2020|EPI_ISL_481443|cfe7865aa0	2020-02-24	-983.559469987432
NETHERLANDS/00293/2020|EPI_ISL_413971|f778c3411d	2020-02-10	-932.5902476098856
NETHERLANDS/00295/2020|EPI_ISL_413972|f778c3411d	2020-02-08	-930.590247609886
MELILLA/1088/2020|EPI_ISL_529044.EPI_ISL_527233|b08265e06b	2020-02-24	-946.5902476098832
BELGIUM/S0686/2020|EPI_ISL_477466|b08265e06b	2020-01-20	-911.5902476098859
BELGIUM/G0082/2020|EPI_ISL_477407|b08265e06b	2020-01-20	-911.5902476098859
NETHERLANDS/10099/2020|EPI_ISL_411942|51a25b7147	2020-02-07	-929.5902476098862
NETHERLANDS/00062/2020|EPI_ISL_408386|357b3cab21	2020-01-14	-905.4072812112939
FRIULIVENEZIAGIULIA/229/2020|EPI_ISL_486710.EPI_ISL_486711|b719c65e14	2020-02-10	-1006.570779265677
ROMANIA/4/2019|EPI_ISL_403941|c42244f956	2019-12-18	-915.5558152853764
ENGLAND/802/2019|EPI_ISL_428644|f1278def26	2019-12-13	-910.5558152853772
ENGLAND/877/2019|EPI_ISL_487015|f1278def26	2019-12-21	-918.5558152853758
ENGLAND/200120950/2019|EPI_ISL_487025|f1278def26	2019-12-24	-921.5558152853753
ENGLAND/823/2019|EPI_ISL_428662|f1278def26	2019-12-17	-914.5558152853765
ENGLAND/702/2019|EPI_ISL_428576|f1278def26	2019-12-11	-908.5558152853775
ENGLAND/806/2019|EPI_ISL_428648|f1278def26	2019-12-12	-909.5558152853774
ENGLAND/200120951/2019|EPI_ISL_487026|f1278def26	2019-12-25	-922.5558152853752
ENGLAND/575/2019|EPI_ISL_428529|f1278def26	2019-12-05	-902.5558152853752
BEAUMARIS/9667/2019|EPI_ISL_401789|75144de64c	2019-12-12	-909.5558152853774
ENGLAND/194880442/2019|EPI_ISL_405266|f1278def26	2019-11-25	-892.5558152853769
ENGLAND/510/2019|EPI_ISL_408077|f1278def26	2019-11-26	-893.5558152853768
ENGLAND/627/2019|EPI_ISL_408361|f1278def26	2019-12-04	-901.5558152853754
ENGLAND/644/2019|EPI_ISL_408375|f1278def26	2019-12-05	-902.5558152853752
ENGLAND/665/2019|EPI_ISL_408384|f1278def26	2019-12-06	-903.555815285375
ENGLAND/608/2019|EPI_ISL_408347|f1278def26	2019-11-30	-897.5558152853761
ENGLAND/560/2019|EPI_ISL_408304|f1278def26	2019-11-28	-895.5558152853764
NORWAY/108/2020|EPI_ISL_410014|f1278def26	2020-01-06	-934.5558152853765
VALENCIA/10074520200102|EPI_ISL_406901|f1278def26	2020-01-02	-930.5558152853772
SWITZERLAND/6529/2020|EPI_ISL_486767|0d6768576a	2020-02-21	-943.5313786840935
RHEINLANDPFALZ/28/2020|EPI_ISL_481463|0a32eaef99	2020-03-04	-955.5418516528975
ENGLAND/200380303/2020|EPI_ISL_480520|da8b23480e	2020-01-08	-899.4194009647318
THESSALONIKI/17/2020|EPI_ISL_477120|3f2bef74b5	2020-01-02	-893.485145937773
NORWAY/0108/2020|EPI_ISL_19741930|e14c68669d	2020-01-06	-897.4851459377724
GREECE/17/2020|EPI_ISL_407479|9fb847ba45	2020-01-02	-893.485145937773
GREECE/60/2020|EPI_ISL_409982.EPI_ISL_407481|9fb847ba45	2020-01-13	-904.4851459377711
ROMANIA/258556/2020|EPI_ISL_515976|9a83843c2d	2020-02-18	-940.5057343534802
ROMANIA/758/2020|EPI_ISL_470881|2e738d4db2	2020-02-07	-929.505734353482
/ROMANIA/257249/2020|EPI_ISL_468327|320dea13b2	2020-02-02	-924.5057343534795
ROMANIA/1234/2020|EPI_ISL_445204|3184046030	2020-03-02	-953.5057343534813
BUCURESTI/256299/2020|EPI_ISL_409953|e7323eec76	2020-01-13	-904.5057343534795
ROMANIA/484/2020|EPI_ISL_413472|98c9b4a900	2020-01-28	-919.5057343534803
ROMANIA/1230/2020|EPI_ISL_445203|98c9b4a900	2020-03-02	-953.5057343534813
ROMANIA/839/2020|EPI_ISL_445198|f4771c3092	2020-02-11	-896.4711064641169
NETHERLANDS/00354/2020|EPI_ISL_415731|7d90ca751d	2020-02-19	-904.4424213640127
NETHERLANDS/00329/2020|EPI_ISL_415721|7d90ca751d	2020-02-14	-899.4424213640136
NETHERLANDS/00204/2020|EPI_ISL_412440|daa6264a04	2020-01-28	-919.5095479596733
NETHERLANDS/00351/2020|EPI_ISL_415729|fe3fe660b2	2020-02-16	-938.5095479596735
NETHERLANDS/10141/2020|EPI_ISL_413535|8f17da0bef	2020-02-19	-904.5056961570012
NETHERLANDS/10216/2020|EPI_ISL_413547|8f17da0bef	2020-02-26	-911.5056961570035
NETHERLANDS/10208/2020|EPI_ISL_413540|7feabb7bf5	2020-02-24	-909.4848368932475
NETHERLANDS/00119/2020|EPI_ISL_410396|93a245bc57	2020-01-08	-899.496016160709
NETHERLANDS/00151/2020|EPI_ISL_410085|841448864a	2020-01-20	-948.5348801804529
NETHERLANDS/10049/2020|EPI_ISL_408492|48fa16c8ef	2020-01-27	-955.5348801804518
NETHERLANDS/02490/2019|EPI_ISL_406884|05f981db09	2019-12-29	-926.5348801804533
NETHERLANDS/10210/2020|EPI_ISL_413542|934920ee51	2020-02-25	-947.5163553875321
NETHERLANDS/10066/2020|EPI_ISL_408508|e8a8fde7ee	2020-01-30	-921.5163553875332
NETHERLANDS/10013/2020|EPI_ISL_404143|6b2f48640a	2020-01-10	-901.3913406298776
NETHERLANDS/00179/2020|EPI_ISL_412428|8d9840e1d7	2020-01-24	-989.5707792656765
QUEBEC/RV6566/2020|EPI_ISL_463177|7919d47a44	2020-01-28	-955.0419005425944
NOVISAD/5863/2020|EPI_ISL_534020|8e0aa23fe2	2020-01-27	-918.4018424734227
LYON/0108/2020|EPI_ISL_412067|bc8f8792de	2020-01-10	-901.2028163401304
BELGIUM/G0542/2019|EPI_ISL_426199.EPI_ISL_406326|8efe72ca67	2019-12-23	-920.4468494483548
BELGIUM/G0514/2019|EPI_ISL_426197.EPI_ISL_406268|8efe72ca67	2019-12-10	-907.4468494483569
DENMARK/298/2020|EPI_ISL_477519.EPI_ISL_407954|1683489dd1	2020-01-18	-946.44684944835706
BELGIUM/G0050/2020|EPI_ISL_477402|8efe72ca67	2020-01-13	-941.4468494483546
DENMARK/304/2020|EPI_ISL_407940|1683489dd1	2020-01-15	-943.4468494483542
DENMARK/274/2020|EPI_ISL_407964|1683489dd1	2020-01-16	-944.446849448354
DENMARK/277/2020|EPI_ISL_407947|1683489dd1	2020-01-17	-945.4468494483539
DENMARK/302/2020|EPI_ISL_407949|1683489dd1	2020-01-13	-941.4468494483546
DENMARK/290/2020|EPI_ISL_407943|1683489dd1	2020-01-15	-943.4468494483542
DENMARK/306/2020|EPI_ISL_407932|1683489dd1	2020-01-16	-944.446849448354
DENMARK/293/2020|EPI_ISL_407942|1683489dd1	2020-01-15	-943.4468494483542
BELGIUM/IS0249/2020|EPI_ISL_2462336|fc3a3211fc	2020-01-08	-899.3687406796485
BELGIUM/S0826/2020|EPI_ISL_477475.EPI_ISL_477476|fc3a3211fc	2020-02-12	-934.3687406796492
BELGIUM/S0030/2020|EPI_ISL_477440|fc3a3211fc	2020-01-09	-900.3687406796483
BELGIUM/H0017/2020|EPI_ISL_477438.EPI_ISL_477437|d1fd4102bc	2020-02-09	-894.2594766307867
BELGIUM/IS0030/2020|EPI_ISL_2460610|fc3a3211fc	2020-01-09	-900.3687406796483
BELGIUM/IS0077/2020|EPI_ISL_2460881|f0b7a0d729	2020-01-15	-906.3356569279323
BELGIUM/S0077/2020|EPI_ISL_477442|f0b7a0d729	2020-01-15	-906.3356569279323
DENMARK/UCPH304/2020|EPI_ISL_18746108|8efe72ca67	2020-01-01	-929.4468494483566
ENGLAND/195040642/2019|EPI_ISL_459740|17c9385d16	2019-12-09	-906.5419259583138
NORTHERNIRELAND/438/2020|EPI_ISL_407601|4c9a721e2d	2020-01-04	-895.3900044503425
AUSTRIA/1213000/2020|EPI_ISL_486545|808690a24d	2020-01-10	-901.4693100784726
AUSTRIA/1210485/2019|EPI_ISL_407828|6c99b4996c	2019-12-24	-921.5146926235657
AUSTRIA/1212990/2020|EPI_ISL_407853|808690a24d	2020-01-10	-938.5146926235662
ENGLAND/195060724/2019|EPI_ISL_428559|7a7644a398	2019-12-09	-906.5146926235683
ENGLAND/195160659/2019|EPI_ISL_428651|7a7644a398	2019-12-12	-909.5146926235678
ENGLAND/200840502/2020|EPI_ISL_487082|7a7644a398	2020-02-10	-969.5146926235677
ENGLAND/200840504/2020|EPI_ISL_487084|7a7644a398	2020-02-19	-978.5146926235661
ENGLAND/200840503/2020|EPI_ISL_487083|7a7644a398	2020-02-14	-973.514692623567
CYPRUS/F926/2020|EPI_ISL_486688|7a7644a398	2020-02-05	-964.5146926235651
CYPRUS/11/2020|EPI_ISL_409963|7a7644a398	2020-01-02	-930.5146926235676
CYPRUS/80/2020|EPI_ISL_409971|c19029548c	2020-01-08	-899.5412124378689
CYPRUS/F1123/2020|EPI_ISL_500720|c19029548c	2020-02-17	-939.5412124378689
ATHENSGR/79/2020|EPI_ISL_409941|08ab3423bb	2020-01-14	-905.4788802059911
CYPRUS/F1305/2020|EPI_ISL_500726|9e7dd2017a	2020-03-03	-954.4788802059929
CYPRUS/F1068/2020|EPI_ISL_434410|f6a19cd01e	2020-02-14	-899.4235411181292
THESSALONIKI/91/2020|EPI_ISL_477122|282b4ca648	2020-01-16	-907.4788802059908
CYPRUS/164/2020|EPI_ISL_409966|9e7dd2017a	2020-01-12	-903.4788802059915
CYPRUS/F1218/2020|EPI_ISL_500724.EPI_ISL_486682|ae7aa7e4d7	2020-02-25	-910.4441223120501
CYPRUS/F1267/2020|EPI_ISL_500725.EPI_ISL_486683|ff42e5e4a3	2020-02-27	-949.4323838334177
CYPRUS/F720/2020|EPI_ISL_434415|43ccf5a372	2020-01-29	-920.5302844344275
CYPRUS/F1108/2020|EPI_ISL_486676|29693c3739	2020-02-16	-938.5300208019695
BEIRUT/AUB1420N/2020|EPI_ISL_671406|f7fd5a5821	2020-02-13	-972.5146926235672
PALESTINE/13H/2019|EPI_ISL_410023|b1c861e33d	2019-12-16	-913.5085280216285
NETHERLANDS/10341/2020|EPI_ISL_421647|d6748b0abf	2020-03-11	-999.5085280216274
RHEINLANDPFALZ/26/2020|EPI_ISL_477600.EPI_ISL_434426|92df249c4c	2020-03-02	-953.5302880515285
AUSTRIA/1214614/2020|EPI_ISL_486551|0a34c2e764	2020-01-16	-907.4416650522219
ICELAND/18/2020|EPI_ISL_485756.EPI_ISL_477534|88b188eba2	2020-02-29	-951.4416650522246
NORWAY/749/2020|EPI_ISL_500748.EPI_ISL_477595|88b188eba2	2020-02-03	-925.4416650522222
NORWAY/0749/2020|EPI_ISL_19741907|19334d7495	2020-02-03	-925.4416650522222
AUSTRIA/1215899/2020|EPI_ISL_486570|3ba6dc6933	2020-01-20	-911.4416650522246
AUSTRIA/1215053/2020|EPI_ISL_486556|3a4de0fb9e	2020-01-17	-908.4416650522218
NORWAY/2176/2020|EPI_ISL_500739|88b188eba2	2020-03-18	-969.441665052225
BELGIUM/G0078/2020|EPI_ISL_477404|c16bdf55c2	2020-01-20	-948.4990770660071
CASTELLON/02147020200211|EPI_ISL_412897|e8e9e35e04	2020-02-11	-933.4426906825029
ENGLAND/559/2019|EPI_ISL_408303|c16bdf55c2	2019-11-29	-896.4990770660058
ENGLAND/549/2019|EPI_ISL_408293|c16bdf55c2	2019-11-29	-896.4990770660058
LYON/0875/2020|EPI_ISL_534017|acabf03fe4	2020-02-03	-925.4910794114967
PICARDIE/642/2020|EPI_ISL_411998|180b96692e	2020-01-29	-920.4451355800934
AVIGNON/1286/2020|EPI_ISL_498290.EPI_ISL_498289|180b96692e	2020-02-17	-939.4451355800936
ENGLAND/195100163/2019|EPI_ISL_428584|896221dd44	2019-12-12	-909.4407859576423
ENGLAND/799/2019|EPI_ISL_459801|07ec26f53a	2019-12-16	-913.4407859576417
ENGLAND/577/2019|EPI_ISL_428501|5a54091808	2019-11-26	-893.4407859576417
ENGLAND/616/2019|EPI_ISL_428539|5a54091808	2019-12-06	-903.44078595764
ENGLAND/195200693/2019|EPI_ISL_459831|5a54091808	2019-12-18	-915.4407859576413
ENGLAND/566/2019|EPI_ISL_428524|5a54091808	2019-12-02	-899.4407859576406
WREXHAM/8948/2019|EPI_ISL_400540|ed6b06c442	2019-12-05	-902.4407859576402
ENGLAND/505/2019|EPI_ISL_408072|5a54091808	2019-11-26	-893.4407859576417
ENGLAND/467/2019|EPI_ISL_408059|5a54091808	2019-11-25	-892.4407859576419
ENGLAND/596/2019|EPI_ISL_408338|5a54091808	2019-12-01	-898.4407859576409
